id,mbti,location,preffered_category,travel_style,age,past_trip_rating,travel_frequency
540,ENTJ,jakarta,alam,partner,62,4,3
541,ENTJ,medan,alam,partner,35,3,1
542,ENTJ,lombok,alam,partner,52,3,4
543,ENTJ,bali,alam,partner,38,5,4
544,ENTJ,padang,alam,partner,34,3,5
545,ENTJ,batam,alam,partner,49,4,3
546,ENTJ,yogyakarta,alam,partner,23,5,2
547,ENTJ,jakarta,tujuan_wisata,solo,35,4,1
548,ENTJ,medan,tujuan_wisata,solo,65,3,2
549,ENTJ,lombok,tujuan_wisata,solo,55,5,1
550,ENTJ,bali,tujuan_wisata,solo,37,3,5
551,ENTJ,padang,tujuan_wisata,solo,57,4,4
552,ENTJ,batam,tujuan_wisata,solo,28,4,5
553,ENTJ,yogyakarta,tujuan_wisata,solo,70,4,1
554,ENTJ,jakarta,tujuan_wisata,family,39,5,3
555,ENTJ,medan,tujuan_wisata,family,32,4,2
556,ENTJ,lombok,tujuan_wisata,family,33,3,5
557,ENTJ,bali,tujuan_wisata,family,31,3,1
558,ENTJ,padang,tujuan_wisata,family,66,5,5
559,ENTJ,batam,tujuan_wisata,family,67,4,1
560,ENTJ,yogyakarta,tujuan_wisata,family,32,4,1
561,ENTJ,jakarta,tujuan_wisata,partner,39,3,3
562,ENTJ,medan,tujuan_wisata,partner,58,4,1
563,ENTJ,lombok,tujuan_wisata,partner,27,3,2
564,ENTJ,bali,tujuan_wisata,partner,48,5,3
565,ENTJ,padang,tujuan_wisata,partner,41,5,4
566,ENTJ,batam,tujuan_wisata,partner,62,3,4
567,ENTJ,yogyakarta,tujuan_wisata,partner,60,4,3
568,ENTJ,jakarta,sejarah_budaya,solo,40,5,4
569,ENTJ,medan,sejarah_budaya,solo,26,5,4
570,ENTJ,lombok,sejarah_budaya,solo,32,4,1
571,ENTJ,bali,sejarah_budaya,solo,56,3,1
572,ENTJ,padang,sejarah_budaya,solo,62,5,3
573,ENTJ,batam,sejarah_budaya,solo,32,4,4
574,ENTJ,yogyakarta,sejarah_budaya,solo,37,3,4
575,ENTJ,jakarta,sejarah_budaya,family,70,3,5
576,ENTJ,medan,sejarah_budaya,family,49,5,4
577,ENTJ,lombok,sejarah_budaya,family,28,5,3
578,ENTJ,bali,sejarah_budaya,family,70,3,4
579,ENTJ,padang,sejarah_budaya,family,57,4,4
580,ENTJ,batam,sejarah_budaya,family,64,4,1
581,ENTJ,yogyakarta,sejarah_budaya,family,70,5,4
582,ENTJ,jakarta,sejarah_budaya,partner,42,3,3
583,ENTJ,medan,sejarah_budaya,partner,32,3,3
584,ENTJ,lombok,sejarah_budaya,partner,22,5,1
585,ENTJ,bali,sejarah_budaya,partner,51,5,5
586,ENTJ,padang,sejarah_budaya,partner,29,5,3
587,ENTJ,batam,sejarah_budaya,partner,23,3,4
588,ENTJ,yogyakarta,sejarah_budaya,partner,20,5,4
589,ENTJ,jakarta,hotel,solo,19,5,3
590,ENTJ,medan,hotel,solo,33,4,1
591,ENTJ,lombok,hotel,solo,20,4,4
592,ENTJ,bali,hotel,solo,53,5,4
593,ENTJ,padang,hotel,solo,42,4,4
594,ENTJ,batam,hotel,solo,33,5,4
595,ENTJ,yogyakarta,hotel,solo,18,4,4
596,ENTJ,jakarta,hotel,family,68,3,1
597,ENTJ,medan,hotel,family,20,3,1
598,ENTJ,lombok,hotel,family,49,5,3
599,ENTJ,bali,hotel,family,44,5,1
600,ENTJ,padang,hotel,family,43,4,5
601,ENTJ,batam,hotel,family,68,5,2
602,ENTJ,yogyakarta,hotel,family,27,3,1
603,ENTJ,jakarta,hotel,partner,68,3,2
604,ENTJ,medan,hotel,partner,48,3,4
605,ENTJ,lombok,hotel,partner,27,3,5
606,ENTJ,bali,hotel,partner,29,5,5
607,ENTJ,padang,hotel,partner,55,3,3
608,ENTJ,batam,hotel,partner,28,5,2
609,ENTJ,yogyakarta,hotel,partner,52,4,1
610,ENTJ,jakarta,tourist_attraction,solo,28,3,5
611,ENTJ,medan,tourist_attraction,solo,41,4,2
612,ENTJ,lombok,tourist_attraction,solo,70,3,2
613,ENTJ,bali,tourist_attraction,solo,27,3,3
614,ENTJ,padang,tourist_attraction,solo,51,4,2
615,ENTJ,batam,tourist_attraction,solo,54,3,3
616,ENTJ,yogyakarta,tourist_attraction,solo,62,5,4
617,ENTJ,jakarta,tourist_attraction,family,28,5,3
618,ENTJ,medan,tourist_attraction,family,65,4,5
619,ENTJ,lombok,tourist_attraction,family,26,3,5
620,ENTJ,bali,tourist_attraction,family,67,4,2
621,ENTJ,padang,tourist_attraction,family,25,3,5
622,ENTJ,batam,tourist_attraction,family,52,4,1
623,ENTJ,yogyakarta,tourist_attraction,family,47,4,1
624,ENTJ,jakarta,tourist_attraction,partner,61,5,3
625,ENTJ,medan,tourist_attraction,partner,64,4,5
626,ENTJ,lombok,tourist_attraction,partner,21,5,2
627,ENTJ,bali,tourist_attraction,partner,30,4,4
628,ENTJ,padang,tourist_attraction,partner,62,4,3
629,ENTJ,batam,tourist_attraction,partner,70,3,4
630,ENTJ,yogyakarta,tourist_attraction,partner,35,3,2
631,ENTJ,jakarta,budaya_sejarah,solo,45,4,4
632,ENTJ,medan,budaya_sejarah,solo,63,3,4
633,ENTJ,lombok,budaya_sejarah,solo,21,3,5
634,ENTJ,bali,budaya_sejarah,solo,57,3,1
635,ENTJ,padang,budaya_sejarah,solo,61,4,4
636,ENTJ,batam,budaya_sejarah,solo,29,3,5
637,ENTJ,yogyakarta,budaya_sejarah,solo,68,3,2
638,ENTJ,jakarta,budaya_sejarah,family,35,3,4
639,ENTJ,medan,budaya_sejarah,family,39,5,3
640,ENTJ,lombok,budaya_sejarah,family,32,5,1
641,ENTJ,bali,budaya_sejarah,family,25,5,5
642,ENTJ,padang,budaya_sejarah,family,56,3,3
643,ENTJ,batam,budaya_sejarah,family,67,4,1
644,ENTJ,yogyakarta,budaya_sejarah,family,28,4,4
645,ENTJ,jakarta,budaya_sejarah,partner,60,4,4
646,ENTJ,medan,budaya_sejarah,partner,23,4,3
647,ENTJ,lombok,budaya_sejarah,partner,66,3,2
648,ENTJ,bali,budaya_sejarah,partner,34,4,1
649,ENTJ,padang,budaya_sejarah,partner,28,3,5
650,ENTJ,batam,budaya_sejarah,partner,43,4,3
651,ENTJ,yogyakarta,budaya_sejarah,partner,25,4,2
652,ENTJ,jakarta,taman,solo,44,4,3
653,ENTJ,medan,taman,solo,19,5,1
654,ENTJ,lombok,taman,solo,50,3,3
655,ENTJ,bali,taman,solo,37,4,4
656,ENTJ,padang,taman,solo,35,4,4
657,ENTJ,batam,taman,solo,62,3,3
658,ENTJ,yogyakarta,taman,solo,46,4,2
659,ENTJ,jakarta,taman,family,69,5,3
660,ENTJ,medan,taman,family,70,4,3
661,ENTJ,lombok,taman,family,61,4,5
662,ENTJ,bali,taman,family,62,5,4
663,ENTJ,padang,taman,family,39,4,5
664,ENTJ,batam,taman,family,41,3,4
665,ENTJ,yogyakarta,taman,family,70,3,2
666,ENTJ,jakarta,taman,partner,38,5,2
667,ENTJ,medan,taman,partner,50,5,5
668,ENTJ,lombok,taman,partner,50,4,2
669,ENTJ,bali,taman,partner,53,3,2
670,ENTJ,padang,taman,partner,29,3,2
671,ENTJ,batam,taman,partner,64,4,3
672,ENTJ,yogyakarta,taman,partner,20,4,1
673,ENTJ,jakarta,hiking_area,solo,60,3,1
674,ENTJ,medan,hiking_area,solo,70,3,1
675,ENTJ,lombok,hiking_area,solo,47,3,5
676,ENTJ,bali,hiking_area,solo,44,4,4
677,ENTJ,padang,hiking_area,solo,24,4,3
678,ENTJ,batam,hiking_area,solo,57,5,3
679,ENTJ,yogyakarta,hiking_area,solo,64,4,4
680,ENTJ,jakarta,hiking_area,family,49,5,5
681,ENTJ,medan,hiking_area,family,26,5,1
682,ENTJ,lombok,hiking_area,family,60,5,2
683,ENTJ,bali,hiking_area,family,58,4,3
684,ENTJ,padang,hiking_area,family,30,3,2
685,ENTJ,batam,hiking_area,family,43,4,1
686,ENTJ,yogyakarta,hiking_area,family,57,3,1
687,ENTJ,jakarta,hiking_area,partner,42,3,3
688,ENTJ,medan,hiking_area,partner,53,4,4
689,ENTJ,lombok,hiking_area,partner,31,4,1
690,ENTJ,bali,hiking_area,partner,26,5,4
691,ENTJ,padang,hiking_area,partner,21,4,2
692,ENTJ,batam,hiking_area,partner,36,4,2
693,ENTJ,yogyakarta,hiking_area,partner,41,5,2
694,ENTJ,jakarta,rekreasi_keluarga,solo,59,3,5
695,ENTJ,medan,rekreasi_keluarga,solo,45,3,4
696,ENTJ,lombok,rekreasi_keluarga,solo,23,5,5
697,ENTJ,bali,rekreasi_keluarga,solo,65,4,4
698,ENTJ,padang,rekreasi_keluarga,solo,35,4,1
699,ENTJ,batam,rekreasi_keluarga,solo,22,3,4
700,ENTJ,yogyakarta,rekreasi_keluarga,solo,32,4,3
701,ENTJ,jakarta,rekreasi_keluarga,family,48,3,5
702,ENTJ,medan,rekreasi_keluarga,family,53,4,3
703,ENTJ,lombok,rekreasi_keluarga,family,39,5,1
704,ENTJ,bali,rekreasi_keluarga,family,27,4,1
705,ENTJ,padang,rekreasi_keluarga,family,47,5,4
706,ENTJ,batam,rekreasi_keluarga,family,65,4,5
707,ENTJ,yogyakarta,rekreasi_keluarga,family,24,3,4
708,ENTJ,jakarta,rekreasi_keluarga,partner,33,5,2
709,ENTJ,medan,rekreasi_keluarga,partner,19,4,4
710,ENTJ,lombok,rekreasi_keluarga,partner,42,3,3
711,ENTJ,bali,rekreasi_keluarga,partner,57,5,3
712,ENTJ,padang,rekreasi_keluarga,partner,44,4,2
713,ENTJ,batam,rekreasi_keluarga,partner,30,4,1
714,ENTJ,yogyakarta,rekreasi_keluarga,partner,26,4,3
715,ENTJ,jakarta,snorkling_area,solo,53,5,3
716,ENTJ,medan,snorkling_area,solo,41,5,1
717,ENTJ,lombok,snorkling_area,solo,44,4,4
718,ENTJ,bali,snorkling_area,solo,27,5,2
719,ENTJ,padang,snorkling_area,solo,45,5,4
720,ENTJ,batam,snorkling_area,solo,32,5,3
721,ENTJ,yogyakarta,snorkling_area,solo,24,4,2
722,ENTJ,jakarta,snorkling_area,family,30,3,4
723,ENTJ,medan,snorkling_area,family,27,3,5
724,ENTJ,lombok,snorkling_area,family,55,3,2
725,ENTJ,bali,snorkling_area,family,44,4,5
726,ENTJ,padang,snorkling_area,family,53,3,4
727,ENTJ,batam,snorkling_area,family,67,4,1
728,ENTJ,yogyakarta,snorkling_area,family,52,4,2
729,ENTJ,jakarta,snorkling_area,partner,25,5,5
730,ENTJ,medan,snorkling_area,partner,24,4,1
731,ENTJ,lombok,snorkling_area,partner,31,5,4
732,ENTJ,bali,snorkling_area,partner,64,3,1
733,ENTJ,padang,snorkling_area,partner,21,3,5
734,ENTJ,batam,snorkling_area,partner,49,5,5
735,ENTJ,yogyakarta,snorkling_area,partner,47,5,1
736,ENTJ,jakarta,kebun_binatang,solo,46,5,2
737,ENTJ,medan,kebun_binatang,solo,31,4,2
738,ENTJ,lombok,kebun_binatang,solo,45,4,5
739,ENTJ,bali,kebun_binatang,solo,47,4,5
740,ENTJ,padang,kebun_binatang,solo,69,3,3
741,ENTJ,batam,kebun_binatang,solo,31,5,2
742,ENTJ,yogyakarta,kebun_binatang,solo,38,4,3
743,ENTJ,jakarta,kebun_binatang,family,40,5,5
744,ENTJ,medan,kebun_binatang,family,50,3,2
745,ENTJ,lombok,kebun_binatang,family,62,5,2
746,ENTJ,bali,kebun_binatang,family,30,5,3
747,ENTJ,padang,kebun_binatang,family,50,3,5
748,ENTJ,batam,kebun_binatang,family,49,5,1
749,ENTJ,yogyakarta,kebun_binatang,family,25,5,4
750,ENTJ,jakarta,kebun_binatang,partner,30,4,4
751,ENTJ,medan,kebun_binatang,partner,32,3,2
752,ENTJ,lombok,kebun_binatang,partner,42,4,4
753,ENTJ,bali,kebun_binatang,partner,49,4,5
754,ENTJ,padang,kebun_binatang,partner,39,3,1
755,ENTJ,batam,kebun_binatang,partner,48,3,4
756,ENTJ,yogyakarta,kebun_binatang,partner,49,5,1
757,ENTP,jakarta,pantai,solo,41,4,2
758,ENTP,medan,pantai,solo,42,3,1
759,ENTP,lombok,pantai,solo,54,4,2
760,ENTP,bali,pantai,solo,31,5,5
761,ENTP,padang,pantai,solo,60,4,1
762,ENTP,batam,pantai,solo,69,5,4
763,ENTP,yogyakarta,pantai,solo,38,3,4
764,ENTP,jakarta,pantai,family,64,5,1
765,ENTP,medan,pantai,family,66,4,3
766,ENTP,lombok,pantai,family,53,5,1
767,ENTP,bali,pantai,family,23,3,2
768,ENTP,padang,pantai,family,20,4,1
769,ENTP,batam,pantai,family,38,5,4
770,ENTP,yogyakarta,pantai,family,62,5,3
771,ENTP,jakarta,pantai,partner,19,3,2
772,ENTP,medan,pantai,partner,25,5,2
773,ENTP,lombok,pantai,partner,59,5,2
774,ENTP,bali,pantai,partner,64,3,5
775,ENTP,padang,pantai,partner,57,4,3
776,ENTP,batam,pantai,partner,54,3,5
777,ENTP,yogyakarta,pantai,partner,32,3,1
778,ENTP,jakarta,alam,solo,61,5,2
779,ENTP,medan,alam,solo,41,3,4
780,ENTP,lombok,alam,solo,56,5,5
781,ENTP,bali,alam,solo,65,5,2
782,ENTP,padang,alam,solo,67,4,3
783,ENTP,batam,alam,solo,31,4,4
784,ENTP,yogyakarta,alam,solo,45,3,1
785,ENTP,jakarta,alam,family,32,4,2
786,ENTP,medan,alam,family,59,4,5
787,ENTP,lombok,alam,family,61,5,1
788,ENTP,bali,alam,family,45,4,2
789,ENTP,padang,alam,family,70,3,4
790,ENTP,batam,alam,family,30,4,3
791,ENTP,yogyakarta,alam,family,52,5,5
792,ENTP,jakarta,alam,partner,39,5,5
793,ENTP,medan,alam,partner,70,4,1
794,ENTP,lombok,alam,partner,29,5,4
795,ENTP,bali,alam,partner,42,4,1
796,ENTP,padang,alam,partner,65,5,5
797,ENTP,batam,alam,partner,48,4,2
798,ENTP,yogyakarta,alam,partner,64,4,2
799,ENTP,jakarta,tujuan_wisata,solo,67,3,5
800,ENTP,medan,tujuan_wisata,solo,33,3,2
801,ENTP,lombok,tujuan_wisata,solo,29,5,2
802,ENTP,bali,tujuan_wisata,solo,67,5,2
803,ENTP,padang,tujuan_wisata,solo,20,4,2
804,ENTP,batam,tujuan_wisata,solo,63,4,5
805,ENTP,yogyakarta,tujuan_wisata,solo,43,3,3
806,ENTP,jakarta,tujuan_wisata,family,67,5,4
807,ENTP,medan,tujuan_wisata,family,20,3,2
808,ENTP,lombok,tujuan_wisata,family,54,5,2
809,ENTP,bali,tujuan_wisata,family,40,4,1
810,ENTP,padang,tujuan_wisata,family,61,4,1
811,ENTP,batam,tujuan_wisata,family,28,3,1
812,ENTP,yogyakarta,tujuan_wisata,family,41,5,1
813,ENTP,jakarta,tujuan_wisata,partner,69,5,3
814,ENTP,medan,tujuan_wisata,partner,37,5,3
815,ENTP,lombok,tujuan_wisata,partner,27,5,2
816,ENTP,bali,tujuan_wisata,partner,47,3,5
817,ENTP,padang,tujuan_wisata,partner,56,3,4
818,ENTP,batam,tujuan_wisata,partner,48,5,3
819,ENTP,yogyakarta,tujuan_wisata,partner,33,5,4
820,ENTP,jakarta,sejarah_budaya,solo,22,5,4
821,ENTP,medan,sejarah_budaya,solo,21,5,5
822,ENTP,lombok,sejarah_budaya,solo,45,4,3
823,ENTP,bali,sejarah_budaya,solo,60,3,2
824,ENTP,padang,sejarah_budaya,solo,36,4,2
825,ENTP,batam,sejarah_budaya,solo,66,5,1
826,ENTP,yogyakarta,sejarah_budaya,solo,33,5,4
827,ENTP,jakarta,sejarah_budaya,family,43,4,4
828,ENTP,medan,sejarah_budaya,family,56,3,5
829,ENTP,lombok,sejarah_budaya,family,66,5,3
830,ENTP,bali,sejarah_budaya,family,20,5,2
831,ENTP,padang,sejarah_budaya,family,41,4,2
832,ENTP,batam,sejarah_budaya,family,19,4,5
833,ENTP,yogyakarta,sejarah_budaya,family,28,4,3
834,ENTP,jakarta,sejarah_budaya,partner,25,3,2
835,ENTP,medan,sejarah_budaya,partner,27,3,4
836,ENTP,lombok,sejarah_budaya,partner,55,5,5
837,ENTP,bali,sejarah_budaya,partner,61,4,3
838,ENTP,padang,sejarah_budaya,partner,26,3,1
839,ENTP,batam,sejarah_budaya,partner,20,4,4
840,ENTP,yogyakarta,sejarah_budaya,partner,33,3,3
841,ENTP,jakarta,hotel,solo,24,5,5
842,ENTP,medan,hotel,solo,70,4,2
843,ENTP,lombok,hotel,solo,30,4,4
844,ENTP,bali,hotel,solo,31,4,1
845,ENTP,padang,hotel,solo,43,4,4
846,ENTP,batam,hotel,solo,59,3,4
847,ENTP,yogyakarta,hotel,solo,67,3,3
848,ENTP,jakarta,hotel,family,20,3,5
849,ENTP,medan,hotel,family,28,4,2
850,ENTP,lombok,hotel,family,25,3,4
851,ENTP,bali,hotel,family,45,4,5
852,ENTP,padang,hotel,family,48,5,4
853,ENTP,batam,hotel,family,58,5,3
854,ENTP,yogyakarta,hotel,family,37,4,4
855,ENTP,jakarta,hotel,partner,44,3,3
856,ENTP,medan,hotel,partner,62,4,4
857,ENTP,lombok,hotel,partner,34,3,2
858,ENTP,bali,hotel,partner,56,3,1
859,ENTP,padang,hotel,partner,36,4,1
860,ENTP,batam,hotel,partner,20,5,3
861,ENTP,yogyakarta,hotel,partner,24,5,4
862,ENTP,jakarta,tourist_attraction,solo,33,4,4
863,ENTP,medan,tourist_attraction,solo,23,3,4
864,ENTP,lombok,tourist_attraction,solo,63,4,4
865,ENTP,bali,tourist_attraction,solo,41,3,3
866,ENTP,padang,tourist_attraction,solo,21,4,2
867,ENTP,batam,tourist_attraction,solo,41,5,1
868,ENTP,yogyakarta,tourist_attraction,solo,46,3,1
869,ENTP,jakarta,tourist_attraction,family,40,5,4
870,ENTP,medan,tourist_attraction,family,50,3,1
871,ENTP,lombok,tourist_attraction,family,60,4,4
872,ENTP,bali,tourist_attraction,family,34,4,5
873,ENTP,padang,tourist_attraction,family,56,3,3
874,ENTP,batam,tourist_attraction,family,35,3,3
875,ENTP,yogyakarta,tourist_attraction,family,46,3,3
876,ENTP,jakarta,tourist_attraction,partner,27,3,5
877,ENTP,medan,tourist_attraction,partner,22,4,4
878,ENTP,lombok,tourist_attraction,partner,26,5,5
879,ENTP,bali,tourist_attraction,partner,65,5,4
880,ENTP,padang,tourist_attraction,partner,31,5,2
881,ENTP,batam,tourist_attraction,partner,22,4,1
882,ENTP,yogyakarta,tourist_attraction,partner,21,5,5
883,ENTP,jakarta,budaya_sejarah,solo,33,5,5
884,ENTP,medan,budaya_sejarah,solo,29,3,4
885,ENTP,lombok,budaya_sejarah,solo,67,5,2
886,ENTP,bali,budaya_sejarah,solo,59,3,3
887,ENTP,padang,budaya_sejarah,solo,57,3,4
888,ENTP,batam,budaya_sejarah,solo,37,3,4
889,ENTP,yogyakarta,budaya_sejarah,solo,54,4,2
890,ENTP,jakarta,budaya_sejarah,family,22,3,4
891,ENTP,medan,budaya_sejarah,family,62,3,5
892,ENTP,lombok,budaya_sejarah,family,43,4,5
893,ENTP,bali,budaya_sejarah,family,32,4,1
894,ENTP,padang,budaya_sejarah,family,57,3,1
895,ENTP,batam,budaya_sejarah,family,68,5,2
896,ENTP,yogyakarta,budaya_sejarah,family,50,5,5
897,ENTP,jakarta,budaya_sejarah,partner,67,3,3
898,ENTP,medan,budaya_sejarah,partner,46,4,3
899,ENTP,lombok,budaya_sejarah,partner,37,5,3
900,ENTP,bali,budaya_sejarah,partner,58,4,1
901,ENTP,padang,budaya_sejarah,partner,51,3,2
902,ENTP,batam,budaya_sejarah,partner,69,4,1
903,ENTP,yogyakarta,budaya_sejarah,partner,21,3,1
904,ENTP,jakarta,taman,solo,56,5,3
905,ENTP,medan,taman,solo,62,5,4
906,ENTP,lombok,taman,solo,28,5,5
907,ENTP,bali,taman,solo,21,4,4
908,ENTP,padang,taman,solo,65,4,2
909,ENTP,batam,taman,solo,21,3,5
910,ENTP,yogyakarta,taman,solo,35,3,4
911,ENTP,jakarta,taman,family,36,3,4
912,ENTP,medan,taman,family,18,5,2
913,ENTP,lombok,taman,family,53,5,3
914,ENTP,bali,taman,family,36,4,1
915,ENTP,padang,taman,family,46,4,3
916,ENTP,batam,taman,family,30,3,1
917,ENTP,yogyakarta,taman,family,18,5,1
918,ENTP,jakarta,taman,partner,20,4,1
919,ENTP,medan,taman,partner,26,3,4
920,ENTP,lombok,taman,partner,24,3,5
921,ENTP,bali,taman,partner,67,4,4
922,ENTP,padang,taman,partner,29,4,2
923,ENTP,batam,taman,partner,67,3,5
924,ENTP,yogyakarta,taman,partner,70,5,4
925,ENTP,jakarta,hiking_area,solo,24,5,1
926,ENTP,medan,hiking_area,solo,58,4,2
927,ENTP,lombok,hiking_area,solo,63,4,1
928,ENTP,bali,hiking_area,solo,21,5,1
929,ENTP,padang,hiking_area,solo,66,4,1
930,ENTP,batam,hiking_area,solo,53,4,5
931,ENTP,yogyakarta,hiking_area,solo,50,5,1
932,ENTP,jakarta,hiking_area,family,31,3,2
933,ENTP,medan,hiking_area,family,41,3,4
934,ENTP,lombok,hiking_area,family,60,4,1
935,ENTP,bali,hiking_area,family,55,5,1
936,ENTP,padang,hiking_area,family,58,4,1
937,ENTP,batam,hiking_area,family,57,5,2
938,ENTP,yogyakarta,hiking_area,family,23,4,3
939,ENTP,jakarta,hiking_area,partner,59,3,5
940,ENTP,medan,hiking_area,partner,60,4,1
941,ENTP,lombok,hiking_area,partner,58,5,2
942,ENTP,bali,hiking_area,partner,62,3,4
943,ENTP,padang,hiking_area,partner,65,3,5
944,ENTP,batam,hiking_area,partner,41,5,4
945,ENTP,yogyakarta,hiking_area,partner,36,4,1
946,ENTP,jakarta,rekreasi_keluarga,solo,22,5,4
947,ENTP,medan,rekreasi_keluarga,solo,54,3,4
948,ENTP,lombok,rekreasi_keluarga,solo,31,3,3
949,ENTP,bali,rekreasi_keluarga,solo,41,5,1
950,ENTP,padang,rekreasi_keluarga,solo,48,3,2
951,ENTP,batam,rekreasi_keluarga,solo,70,5,2
952,ENTP,yogyakarta,rekreasi_keluarga,solo,43,5,3
953,ENTP,jakarta,rekreasi_keluarga,family,35,5,5
954,ENTP,medan,rekreasi_keluarga,family,55,4,2
955,ENTP,lombok,rekreasi_keluarga,family,61,4,2
956,ENTP,bali,rekreasi_keluarga,family,66,5,1
957,ENTP,padang,rekreasi_keluarga,family,49,4,4
958,ENTP,batam,rekreasi_keluarga,family,44,4,3
959,ENTP,yogyakarta,rekreasi_keluarga,family,57,4,3
960,ENTP,jakarta,rekreasi_keluarga,partner,47,5,2
961,ENTP,medan,rekreasi_keluarga,partner,29,3,5
962,ENTP,lombok,rekreasi_keluarga,partner,50,3,3
963,ENTP,bali,rekreasi_keluarga,partner,62,5,3
964,ENTP,padang,rekreasi_keluarga,partner,54,5,3
965,ENTP,batam,rekreasi_keluarga,partner,30,4,2
966,ENTP,yogyakarta,rekreasi_keluarga,partner,24,5,1
967,ENTP,jakarta,snorkling_area,solo,20,5,5
968,ENTP,medan,snorkling_area,solo,67,5,5
969,ENTP,lombok,snorkling_area,solo,48,4,3
970,ENTP,bali,snorkling_area,solo,68,3,3
971,ENTP,padang,snorkling_area,solo,39,4,5
972,ENTP,batam,snorkling_area,solo,28,5,4
973,ENTP,yogyakarta,snorkling_area,solo,28,3,4
974,ENTP,jakarta,snorkling_area,family,61,5,5
975,ENTP,medan,snorkling_area,family,44,5,2
976,ENTP,lombok,snorkling_area,family,69,4,5
977,ENTP,bali,snorkling_area,family,34,5,1
978,ENTP,padang,snorkling_area,family,44,5,4
979,ENTP,batam,snorkling_area,family,30,4,4
980,ENTP,yogyakarta,snorkling_area,family,65,4,1
981,ENTP,jakarta,snorkling_area,partner,21,4,1
982,ENTP,medan,snorkling_area,partner,51,3,3
983,ENTP,lombok,snorkling_area,partner,31,3,5
984,ENTP,bali,snorkling_area,partner,30,5,2
985,ENTP,padang,snorkling_area,partner,35,3,3
986,ENTP,batam,snorkling_area,partner,39,3,4
987,ENTP,yogyakarta,snorkling_area,partner,24,4,4
988,ENTP,jakarta,kebun_binatang,solo,56,5,4
989,ENTP,medan,kebun_binatang,solo,19,5,1
990,ENTP,lombok,kebun_binatang,solo,20,3,5
991,ENTP,bali,kebun_binatang,solo,70,3,5
992,ENTP,padang,kebun_binatang,solo,52,4,4
993,ENTP,batam,kebun_binatang,solo,57,3,2
994,ENTP,yogyakarta,kebun_binatang,solo,36,3,2
995,ENTP,jakarta,kebun_binatang,family,32,4,2
996,ENTP,medan,kebun_binatang,family,53,3,4
997,ENTP,lombok,kebun_binatang,family,66,5,5
998,ENTP,bali,kebun_binatang,family,61,4,5
999,ENTP,padang,kebun_binatang,family,26,5,2
1000,ENTP,batam,kebun_binatang,family,54,3,2
1001,ENTP,yogyakarta,kebun_binatang,family,70,4,5
1002,ENTP,jakarta,kebun_binatang,partner,69,5,4
1003,ENTP,medan,kebun_binatang,partner,66,3,4
1004,ENTP,lombok,kebun_binatang,partner,39,4,4
1005,ENTP,bali,kebun_binatang,partner,36,3,2
1006,ENTP,padang,kebun_binatang,partner,53,4,3
1007,ENTP,batam,kebun_binatang,partner,48,3,2
1008,ENTP,yogyakarta,kebun_binatang,partner,61,3,2
1009,INFJ,jakarta,pantai,solo,61,3,3
1010,INFJ,medan,pantai,solo,59,5,5
1011,INFJ,lombok,pantai,solo,27,5,4
1012,INFJ,bali,pantai,solo,70,3,3
1013,INFJ,padang,pantai,solo,22,3,4
1014,INFJ,batam,pantai,solo,45,4,1
1015,INFJ,yogyakarta,pantai,solo,22,3,5
1016,INFJ,jakarta,pantai,family,36,5,1
1017,INFJ,medan,pantai,family,57,4,1
1018,INFJ,lombok,pantai,family,70,3,3
1019,INFJ,bali,pantai,family,45,5,1
1020,INFJ,padang,pantai,family,70,4,3
1021,INFJ,batam,pantai,family,47,5,3
1022,INFJ,yogyakarta,pantai,family,48,5,5
1023,INFJ,jakarta,pantai,partner,46,4,3
1024,INFJ,medan,pantai,partner,38,5,2
1025,INFJ,lombok,pantai,partner,62,4,1
1026,INFJ,bali,pantai,partner,59,4,2
1027,INFJ,padang,pantai,partner,21,5,4
1028,INFJ,batam,pantai,partner,70,3,5
1029,INFJ,yogyakarta,pantai,partner,24,3,5
1030,INFJ,jakarta,alam,solo,37,5,1
1031,INFJ,medan,alam,solo,54,3,5
1032,INFJ,lombok,alam,solo,57,5,5
1033,INFJ,bali,alam,solo,40,4,3
1034,INFJ,padang,alam,solo,55,4,2
1035,INFJ,batam,alam,solo,32,5,3
1036,INFJ,yogyakarta,alam,solo,70,4,1
1037,INFJ,jakarta,alam,family,34,4,3
1038,INFJ,medan,alam,family,60,5,4
1039,INFJ,lombok,alam,family,24,3,5
1040,INFJ,bali,alam,family,35,3,5
1041,INFJ,padang,alam,family,23,5,2
1042,INFJ,batam,alam,family,21,3,1
1043,INFJ,yogyakarta,alam,family,61,4,2
1044,INFJ,jakarta,alam,partner,39,5,4
1045,INFJ,medan,alam,partner,34,5,5
1046,INFJ,lombok,alam,partner,69,4,4
1047,INFJ,bali,alam,partner,58,5,5
1048,INFJ,padang,alam,partner,47,5,1
1049,INFJ,batam,alam,partner,65,3,2
1050,INFJ,yogyakarta,alam,partner,68,4,4
1051,INFJ,jakarta,tujuan_wisata,solo,21,4,5
1052,INFJ,medan,tujuan_wisata,solo,19,4,2
1053,INFJ,lombok,tujuan_wisata,solo,34,4,3
1054,INFJ,bali,tujuan_wisata,solo,59,5,3
1055,INFJ,padang,tujuan_wisata,solo,52,3,2
1056,INFJ,batam,tujuan_wisata,solo,45,3,1
1057,INFJ,yogyakarta,tujuan_wisata,solo,57,4,3
